0,4.5717740,200.17889,-171.7334
1,-4.750743,18.197811,44.736503
2,-1.364809,-24.93898,13.248394
3,-4.534141,-3.735220,14.780283
4,4.7087183,-190.7618,-269.2655
5,1.0791747,23.873310,-5.795353
6,-4.500798,-4.148892,-23.22050
7,-3.671080,-4.164539,-23.13480
8,-3.326139,-3.848775,-7.119497
9,-3.791738,11.379055,-13.15171
10,-3.514755,14.341177,21.819038
11,-4.238509,28.415493,10.911344
12,-3.836042,19.837181,15.624077
13,-2.967172,208.24948,-295.4961
14,1.9194284,16.580862,-6.621153
15,3.2398586,171.51451,295.33535
16,-4.659406,27.827213,-44.18989
17,-3.575090,-37.07957,-27.78999
18,2.9236302,8.5594234,10.829346
19,0.8838200,9.4246425,-11.53865
20,2.7274973,9.3667516,-12.02297
21,2.0437674,16.700944,-15.86285
22,0.9014802,15.911638,-16.45034
23,-3.779694,28.417812,-18.9438
24,-3.921409,3.5723493,-7.476417
25,-3.939857,22.876316,-3.213399
26,-3.821613,-29.70088,-4.369778
27,1.0763310,38.178005,15.615455
28,-3.640806,2.6014204,3.1007864
29,-2.791814,3.1848835,2.8916516
30,-3.781399,-17.21677,-57.77554
31,-4.258634,4.5581255,12.578847
32,-0.475308,3.1214878,13.664673
33,-4.661036,24.543357,19.109325
34,0.0002647,-16.53751,-8.045618
35,4.6751174,181.30067,207.39454
36,-4.595805,-47.11986,-24.89936
37,-4.045382,2.2871367,-7.189603
38,2.2652943,2.9597890,16.244194
39,-3.141528,-23.97725,22.369588
40,-1.269861,-24.13970,22.403545
41,4.7298417,-220.5764,97.593292
42,-4.409804,0.5542979,23.832239
43,-1.689731,-3.079933,-17.11949
44,-3.998089,-23.72989,142.79156
45,-4.396357,-47.91401,27.378131
46,4.5099992,-205.6201,3.4219183
47,-2.481192,-5.395797,5.4316811
48,2.5976769,-7.111246,3.3700001
49,-3.127092,3.3472645,-4.165652
50,-3.146370,-22.01617,-4.303533
51,-2.892821,-5.931218,18.210966
52,-4.043842,-15.37807,13.202901
53,-3.690718,-30.77507,22.309337
54,-3.125137,35.295047,-19.20281
55,-2.317017,-15.11884,8.8262596
56,-0.201931,22.541393,-7.528359
57,2.5567743,-15.20160,-19.00775
58,-1.070346,-221.2370,-205.6146
59,-4.201292,-3.270177,15.537197
60,-4.009386,-15.00391,34.639972
61,-4.296335,-11.80263,-5.334547
62,-2.633782,23.355527,-0.446662
63,-2.267576,23.410919,-0.548025
64,-2.533085,23.552089,-0.481485
65,-2.420236,21.142562,-12.82617
66,-0.035195,3.4494905,-12.32299
67,-3.791341,52.905956,25.983192
68,-2.332820,16.124538,-5.4059
69,1.6695209,17.111255,-4.324116
70,0.0820709,15.932701,-4.183972
71,-1.462669,3.5853469,-12.52341
72,-2.822249,27.146810,35.562198
73,3.6266124,-107.5577,170.00225
74,-4.276562,33.636341,-14.80163
75,-0.961694,11.897525,-12.49424
76,-1.046774,34.766288,-4.651174
77,-4.411611,41.814559,-8.330486
78,-3.600893,41.324546,-8.069639
79,-1.347592,-13.42044,7.6025204
80,0.4071044,-13.94773,6.8325943
81,-3.195963,3.9283886,10.229978
82,2.3621873,5.0934143,-1.493061
83,-0.938270,-19.84363,-16.02844
84,-0.917043,-19.83950,-16.00078
85,-3.317951,-1.179183,-9.156458
86,3.3708493,106.28981,-295.3653
87,-3.777669,-1.491535,18.664709
88,-0.057893,8.6273813,-2.654450
89,4.0864796,9.6347332,-0.605666
90,-3.657246,24.266944,-14.89363
91,-4.050317,21.085596,-6.819351
92,4.7240805,-149.7528,283.54858
93,1.0452272,39.229343,30.004829
94,4.5859427,73.815483,-294.1314
95,-4.449697,-24.9396,-29.03018
96,-3.762988,-12.24998,-0.627677
97,4.6015133,-39.73664,-278.0951
98,-1.859367,-27.43888,-6.422439
99,-4.624839,1.6761598,15.432894
100,-3.617756,4.2179164,-0.198616
101,-0.579814,3.8942148,1.49482
102,-0.332832,-29.68601,-6.154777
103,0.1002726,-29.30496,-6.317395
104,-2.424100,-37.30184,3.3465235
105,0.1825278,-31.92866,13.289451
106,0.1155888,-31.77664,13.513035
107,-1.510520,11.820436,-15.84978
108,-4.741640,14.564977,-17.73841
109,4.5336523,212.23570,-29.27246
110,-4.694206,13.168209,34.838272
111,-0.982178,-4.826452,21.816278
112,-3.875139,5.4837575,-16.37246
113,-3.372474,1.4457899,-9.065484
114,4.1251239,-17.67187,-14.39374
115,-1.383747,-221.5201,-124.3186
116,-1.608614,-12.19112,2.1689913
117,-2.716323,-8.297864,0.7206223
118,-3.036302,-8.868551,0.7068063
119,-4.141150,-18.14302,-291.3541
120,-4.616187,18.430070,10.399253
121,-2.218245,1.2126914,1.1645263
122,-1.229072,-3.196571,-17.02680
123,1.0548375,-1.919511,-16.86002
124,4.4059615,-75.18080,-252.8843
125,-4.454782,-9.353781,-11.55761
126,-3.376723,-135.8674,-288.6881
127,1.3967560,219.84298,234.74168
128,4.7573814,-207.2032,67.831710
129,-1.802449,-11.42740,-3.413778
130,-2.740915,18.150419,-14.29214
131,-3.727060,17.712200,-14.16267
132,-3.414001,61.160011,12.052661
133,-3.829025,14.578880,-5.001502
134,0.7578809,2.6571219,8.3957366
135,-2.534633,-23.13996,24.004892
136,-4.757881,-217.7279,58.202255
137,0.4879373,14.752912,23.926799
138,-1.115633,-2.220230,-10.29388
139,-1.820609,-1.903918,-8.514763
140,-2.298672,-6.219347,3.1454150
141,-0.294284,219.45761,232.94447
142,-3.988485,0.4234682,-24.92820
143,0.0708635,-0.031130,10.685385
144,2.6125142,221.54008,-235.9449
145,-2.990802,-13.16213,8.7481298
146,-2.240153,7.8400254,-5.852860
147,-1.292176,8.1988544,-6.716109
148,-4.645928,-40.70997,-25.91766
149,-3.180017,16.584528,-5.837170
150,-2.818017,-18.51548,-3.348076
151,-0.375184,10.194530,-8.919593
152,-1.428180,10.075532,-10.46784
153,-4.194268,14.175365,24.807504
154,-2.612666,74.165985,-13.16568
155,-4.410449,2.2778971,-22.51572
156,1.4840329,1.8626506,-6.568066
157,2.5709173,2.0474665,-5.757699
158,-4.761291,43.540733,-22.63912
159,-3.787024,-20.61419,23.694492
160,-4.624228,-21.35029,295.22882
161,-4.554371,7.3721561,-10.90743
162,1.4163540,-3.273419,11.038107
163,-4.301552,38.160427,-1.481288
164,-4.193142,-221.9022,-78.87844
165,-1.565458,-5.510419,-7.521681
166,-4.376302,-4.999843,9.3889932
167,-3.644581,-31.67732,10.596512
168,-0.808492,6.8101811,-37.76655
169,-4.549062,-22.95163,-2.114517
170,3.2525796,0.1783980,24.861658
171,-3.627510,4.7253475,14.742890
172,-1.917246,2.0276138,-24.33518
173,-2.204007,10.640596,1.9812758
174,-1.007570,10.653612,1.7792742
175,-4.338554,-4.382094,-1.308835
176,1.9387491,3.4194626,19.559503
177,-4.494863,13.267804,48.473308
178,0.6185467,0.6886557,-26.38898
179,4.2382173,-219.8001,195.11071
180,0.1613973,14.391558,-2.752864
181,2.4689176,14.444146,-2.542901
182,0.7899186,-9.738377,-7.422020
183,-4.005957,4.6042466,30.395599
184,-4.225911,4.2585749,23.758132
185,-4.367103,3.8509426,24.194070
186,4.6963496,-52.01658,-282.3404
187,-3.745846,-2.455892,-12.82701
188,-1.396520,-21.57132,9.1777772
189,-4.671110,22.916267,-38.99251
190,-3.044836,11.567159,-3.047737
191,0.0039781,11.381021,-2.770966
192,-1.143070,28.761468,5.3574099
193,1.2005921,29.117658,4.9871578
194,-1.894729,-19.03452,-17.22423
195,-0.808690,-19.03956,-17.17919
196,3.8771636,-18.98943,-14.47295
197,-2.224989,3.3983850,8.8785381
198,1.0593770,-7.810655,1.6211631
199,-4.750407,-204.9215,-242.1214
200,-2.733823,61.814636,-45.30882
201,2.7448191,41.952869,10.072415
202,-1.857868,11.292710,-6.457371
203,-3.341852,18.294710,11.980839
204,-2.264697,17.370311,12.311245
205,-4.489241,-43.52167,-178.3387
206,-2.985908,3.0567870,23.211824
207,-2.327039,-7.335277,-36.10062
208,-0.178596,-8.052206,-36.92425
209,-4.100728,0.1378652,14.000556
210,-4.638204,-10.64503,14.052070
211,-2.940958,-17.44548,1.6648771
212,-2.543814,42.535759,35.037326
213,-3.978700,-4.392138,24.750127
214,-2.821236,19.932558,2.8627116
215,-3.999936,-221.8248,219.63056
216,-1.163738,18.228469,12.454814
217,-4.291782,7.5821514,-23.40175
218,-3.818097,7.5513148,-23.32050
219,-3.390644,-2.187821,-6.874532
220,-1.972540,-3.749654,-3.927526
221,-2.076101,-3.687051,-4.053593
222,-0.190526,-4.972194,-11.97033
223,-0.272581,-4.991433,-11.97135
224,-3.649275,-2.392060,10.788593
225,-4.374236,-11.93352,-11.64660
226,-3.595719,7.7120833,0.9697798
227,3.6834483,12.854857,3.5616693
228,-2.831423,0.3455148,-20.80997
229,-2.006054,-23.69368,-5.109228
230,-4.091648,-38.14825,28.556680
231,0.1052773,5.21664,16.989553
232,-4.645914,8.2526483,-37.56983
233,-2.390818,222.22842,-263.2879
234,4.6177372,217.98194,234.65165
235,-3.794397,-16.71579,-49.10433
236,-2.258701,-0.505325,23.874651
237,-4.416159,57.243995,-8.389986
238,-1.240498,0.4042614,-3.199091
239,-0.254547,10.353551,-6.846620
240,-4.718680,-18.21678,0.2215900
241,3.9711060,11.706039,-17.83148
242,-4.220095,5.0721201,-16.04552
243,-3.977749,10.357270,-17.86470
244,-1.395179,8.1525268,-20.42789
245,0.0085676,-17.74047,-4.632702
246,-4.670473,24.102758,4.1030120
247,4.1840920,-62.86384,-295.1414
248,-3.197718,-11.86792,-4.037365
249,-4.386239,41.226932,-6.168223
250,-3.303248,-8.522727,8.7867927
251,3.8349468,25.003284,7.1722769
252,4.4580912,46.673385,-25.80040
253,4.3039970,46.679809,-26.00599
254,-1.055182,-10.71859,-12.53950
255,3.7611591,-2.938465,-0.425957
256,-2.440385,1.2931537,4.6647129
257,-4.462058,13.519031,42.950111
258,-2.566097,15.659793,14.322709
259,-0.998767,-1.883810,11.480179
260,0.1807564,4.2808685,-8.813905
261,-4.611684,1.6572486,-15.31050
262,0.2242221,14.227234,6.1891174
263,-4.108568,-26.28582,39.686668
264,-3.601890,3.4128832,-6.844479
265,-4.360811,-10.62992,29.494073
266,-1.346741,-18.64992,30.180627
267,4.6120281,-136.3816,-287.9686
268,2.7240078,-31.02669,1.3226580
269,3.7573554,15.689860,-9.051946
270,-2.701215,26.077236,26.886468
271,-1.593395,19.336416,50.481826
272,-4.343073,-0.900408,-15.49276
273,-4.191662,-28.85825,-30.55941
274,-0.598690,-2.729799,-2.779028
275,-4.472972,-21.82478,-3.267324
